,ZCR_mean,Loudness,Beat_loudness,ZCR_std,spectral_centroid,Pitch_centroid,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12
Kunta Fi Hafla Laila,0.096342198988971,-17.67512,0.14041735,0.034667537004454,2124.88205002768,891.4053,-109.327713012695,91.3275146484375,-0.858445286750793,41.8249282836914,0.107123598456383,16.4101676940918,-0.068073816597462,-1.70481324195862,-10.5839643478394,2.32776284217834,-7.97737741470337,3.93997955322266,1.52156698703766,40.2509956359863,18.1206436157227,15.9046783447266,10.9705848693848,9.53248977661133,8.71678352355957,8.86545181274414,9.08428573608398,8.06774616241455,8.29426002502441,8.55421543121338,8.59213256835938,9.5448694229126
Egd allooli,0.095312726755999,-12.995729,0.25769505,0.040749830622807,1867.66532494659,831.4727,-76.1142730712891,113.494583129883,-22.7192153930664,54.4144554138184,-9.47441101074219,12.4639892578125,3.2643358707428,0.984449803829193,-11.0412673950195,6.34008646011353,-19.5524711608887,13.1188716888428,-15.6973218917847,32.7691040039062,24.676025390625,18.6630954742432,15.6318311691284,17.8238697052002,20.1369705200195,16.7295932769775,15.7175159454346,13.637092590332,13.3678388595581,12.4984884262085,11.9490461349487,13.6191806793213
Ween ween ya habibi,0.138389185855263,-10.516525,0.3304473,0.051675221231085,2861.22170981849,980.99786,21.0448894500732,67.2753829956055,2.23519587516785,26.4942531585693,-3.67495465278625,7.3466968536377,-6.38711166381836,-1.20717537403107,-1.47358870506287,8.5418815612793,-5.09429788589478,1.47200036048889,-5.17132616043091,48.9607925415039,23.4659519195557,15.9234132766724,11.2111854553223,9.78062725067139,8.45086097717285,8.0678653717041,6.10486841201782,7.12116479873657,9.01903343200684,7.8564338684082,7.21199607849121,6.46854782104492
Basma,0.075417911305147,-23.296564,0.08354274,0.043744621311695,1883.13710144333,705.27576,-184.157730102539,113.336212158203,14.2137851715088,15.92711353302,12.4452342987061,11.9773225784302,4.8056435585022,-1.87913334369659,0.236506223678589,-2.87306618690491,-3.83471417427063,-0.319540858268738,-4.70294857025147,70.0265350341797,26.6145172119141,27.1700973510742,12.9276399612427,11.4705486297607,12.1207399368286,13.2437143325806,11.6370306015015,10.0730686187744,10.0106840133667,8.91278076171875,9.00756549835205,7.16852760314941
Min zaman ,0.105298683001161,-21.781105,0.08607761,0.046902291875433,2200.65148055359,894.9615,-139.273315429688,92.4622421264649,-2.62626218795776,35.0212364196777,-2.2166268825531,12.0204944610596,0.790388524532318,3.58888149261475,-3.9201991558075,5.13981246948242,-11.8723707199097,-3.05538892745972,-5.05048799514771,36.9148445129395,18.9384460449219,16.4698734283447,12.5069599151611,11.3686113357544,9.65969085693359,9.23105812072754,8.63989925384522,8.60611915588379,10.0244112014771,8.86959171295166,7.89899110794067,8.17728805541992
Maska algaw,0.116241927486455,-20.689337,0.107455306,0.087326232067978,2234.58044344227,1079.0221,-152.707870483398,90.8705444335937,-15.6427364349365,33.3300170898437,2.00331139564514,6.06604623794556,-0.493058800697327,2.14667224884033,-3.20082950592041,6.2485466003418,-7.71106672286987,4.6021933555603,-7.03435516357422,76.5607604980469,47.6844062805176,32.6319389343262,22.1035289764404,16.9900817871094,17.5564727783203,13.0224752426147,12.6580514907837,11.7935390472412,11.8547277450562,10.7191781997681,9.30044555664063,10.667275428772
Nana ya nana,0.173537499395317,-12.118531,0.26704505,0.055848634392101,2917.08318707234,1494.698,13.8286600112915,67.7160873413086,-11.6166143417358,21.355619430542,-2.01687407493591,-4.8065357208252,0.897326946258545,-4.75105953216553,-3.25526261329651,10.9526081085205,-2.20177841186523,1.00735545158386,-4.75012826919556,36.8110885620117,17.3557071685791,13.8221349716187,11.8507375717163,11.5507926940918,11.4878540039063,8.92823791503906,7.82250833511353,9.23842620849609,8.57448959350586,8.30967712402344,6.5581488609314,5.85486555099487
Ana bek saadti moakada,0.082826407701238,-11.794604,0.27503073,0.040593330828621,1929.22825972322,637.38257,-42.378833770752,107.468704223633,-9.66365718841553,35.0276031494141,-16.3205471038818,3.95943784713745,-24.0659008026123,3.41764497756958,0.319984823465347,-2.44150710105896,-4.69959211349487,-0.463667839765549,-10.2895011901855,37.5792503356934,20.8602409362793,13.772066116333,10.8134651184082,11.7260904312134,8.82258987426758,8.42961502075195,8.74196243286133,8.60740375518799,8.52970027923584,7.89261960983276,6.92875862121582,6.34890556335449
Ya Balad,0.056849240518576,-20.481544,0.107617125,0.045866938487105,1704.65956375419,506.0173,-197.078994750977,110.373634338379,22.5753860473633,21.304895401001,11.1769599914551,8.53225517272949,-3.58951425552368,6.90027189254761,-4.05160427093506,0.555338740348816,-3.21335935592651,-0.516313493251801,-2.18011522293091,90.0949401855469,34.599781036377,22.1935329437256,17.3782138824463,14.3768291473389,10.5664825439453,17.3453369140625,11.32972240448,11.6853399276733,10.5244646072388,8.94747829437256,7.99655342102051,8.83628082275391
Egd allooli ,0.134711581487036,-14.865907,0.19422044,0.061930862894634,2495.02091487256,1121.9719,-46.7113380432129,79.6364440917969,-9.19673156738281,37.6522178649902,-1.60858702659607,19.1000728607178,-2.09951591491699,2.00155711174011,-4.20007753372192,-2.18004608154297,-10.1164131164551,3.17306971549988,-5.6733865737915,50.2805099487305,26.3194541931152,17.0715484619141,10.4563150405884,9.75505065917969,8.14060306549072,8.24317264556885,9.44410705566406,8.8267240524292,9.09614181518555,8.93839073181152,7.64634704589844,8.51876449584961
Algabana,0.086389122363584,-15.301286,0.21077667,0.041857997468333,2231.08481380105,879.2529,-84.9551773071289,85.9434585571289,-6.87216186523438,32.4720687866211,16.4507255554199,6.21356725692749,10.3578252792358,5.8721022605896,6.65937232971191,8.66920948028564,-5.48843336105347,4.06770801544189,-5.22825241088867,59.7008857727051,24.8049297332764,22.7615489959717,18.5047836303711,12.8941621780396,17.8787422180176,12.0445470809937,12.3352069854736,11.4985599517822,9.73313140869141,8.677734375,9.1948413848877,8.44784736633301
Zad alham aleina,0.128838223200464,-19.696672,0.11534454,0.053550665196547,2752.55521738422,859.8927,-91.890251159668,79.4309921264648,0.824755609035492,18.0589656829834,-11.183123588562,5.64598608016968,-13.9084205627441,7.51868629455566,-16.81911277771,4.0541729927063,-0.903591454029083,-3.8959813117981,-5.2456955909729,41.0569076538086,19.8796997070313,19.1541690826416,14.8286609649658,12.0553569793701,9.80411243438721,12.3071231842041,9.96153163909912,9.99767208099365,12.758095741272,10.0701503753662,8.93099117279053,8.24210166931152
Asela laisat llegaba,0.097522463960913,-25.137644,0.063077986,0.034802868318238,2134.40967812184,884.1422,-181.498062133789,95.2314758300781,-7.2243332862854,37.6984710693359,7.85644054412842,8.55895614624023,4.41656064987183,6.87329769134522,-0.566995084285736,1.44442069530487,-3.44593977928162,2.24018883705139,-4.25921678543091,35.9891738891602,21.5309600830078,16.8781795501709,12.4191389083862,11.1681146621704,10.9248924255371,8.59755802154541,8.37269973754883,7.33485651016235,6.80797719955444,6.31818532943726,8.09933567047119,6.74992799758911
Sudania,0.066090681235488,-10.685793,0.3186821,0.039266250620743,1958.76225234717,568.3595,-51.4770584106445,105.711616516113,15.624641418457,12.9635448455811,0.971174776554108,1.6469691991806,-1.87684452533722,1.9464989900589,-6.97803401947022,0.647719621658325,3.05354022979736,-3.45241570472717,-5.66315269470215,52.6940650939941,26.3499851226807,26.9121284484863,14.4740028381348,16.4395790100098,14.1558542251587,15.4058885574341,12.1683874130249,9.45366764068604,9.0515775680542,9.48950004577637,11.2471323013306,10.9988613128662
Alwaseyya,0.116180325440209,-24.593672,0.06261834,0.038806056796369,2236.15829815173,1020.2032,-156.382720947266,93.6623764038086,-13.8504438400269,32.0162467956543,-7.53270196914673,7.44462013244629,-4.54578161239624,3.89957666397095,-5.34797430038452,1.73507392406464,-8.7048282623291,1.54117238521576,-3.7940092086792,45.8678398132324,17.8628177642822,13.4072103500366,12.0445995330811,9.46178245544434,10.53005027771,8.64033985137939,7.80229949951172,8.63951015472412,10.7383975982666,7.6614294052124,9.08780956268311,8.23333740234375
Gismi almanhool,0.109286565160604,-22.209028,0.08705774,0.042560070708246,2268.47370688852,905.66583,-133.776443481445,96.0697326660156,-9.63457775115967,28.96067237854,-16.7451477050781,-0.096049919724465,-8.62424373626709,-2.64837789535522,-10.4595546722412,4.46546936035156,-9.09856033325195,1.24146997928619,-9.58156108856201,42.8344955444336,21.415470123291,15.9458541870117,14.2706212997437,14.555401802063,9.90436935424805,9.98024749755859,10.0801439285278,7.91003227233887,9.71639919281006,7.80241775512695,7.37507343292236,7.76983547210693
Ma minnak,0.1323778843363,-17.086487,0.14975698,0.056791416394721,2307.61239810152,1114.4017,-77.5339584350586,89.2884674072266,-19.9249324798584,42.1683120727539,-11.0067253112793,10.9757480621338,-6.60471916198731,-7.68663167953491,-5.68539476394653,2.78478097915649,-8.02770042419434,3.53490233421326,-4.51556921005249,41.1899566650391,21.9246425628662,15.010853767395,14.1426763534546,12.2508010864258,9.15610218048096,9.37773513793945,10.1144304275513,9.672119140625,9.65702342987061,7.68569231033325,7.94016790390015,8.872727394104
Law enta niseet,0.093747732440016,-15.9839,0.17188191,0.055123472093162,2327.99149157608,851.80676,-84.4286499023437,81.3462677001953,-7.30663299560547,45.1805114746094,-0.340674608945847,17.3005561828613,-4.31444787979126,0.956229269504547,0.612459182739258,0.717446267604828,0.175203964114189,1.00199246406555,-5.16944646835327,59.0035972595215,26.4325942993164,14.5736074447632,10.9847030639648,10.5192441940308,8.42330646514893,8.47795295715332,9.15296363830566,8.1986665725708,7.83444261550903,6.49170398712158,6.94420957565308,6.42658615112305
Ana Mali,0.11676119872291,-18.189463,0.1322689,0.042401411081368,2507.03837473771,1222.8258,-87.5907897949219,73.9605560302734,-13.4949541091919,43.0854988098145,-1.42032051086426,12.2481069564819,6.38069534301758,7.90835189819336,-4.47331047058106,1.96885812282562,-4.23741436004639,4.36387062072754,1.16216289997101,47.2270393371582,19.5365123748779,17.7496814727783,13.4378910064697,13.4185981750488,13.3728513717651,10.9747409820557,9.01831722259522,8.71819305419922,8.97326183319092,7.19956350326538,6.79384994506836,7.75797939300537
Geebuhu lai,0.072787541723104,-18.15385,0.15955697,0.059281842819851,2027.86978979254,675.0314,-131.957885742188,107.00129699707,9.43480205535889,18.7599945068359,10.4333124160767,-0.089948527514935,3.70960831642151,0.444791615009308,0.565003573894501,2.65788149833679,-2.82335996627808,5.12159585952759,-0.929719269275665,75.9550704956055,37.5322113037109,21.585958480835,18.234203338623,15.9986400604248,16.8802280426025,14.4917240142822,12.1215295791626,12.3903970718384,11.8771018981934,9.7927827835083,10.2728147506714,10.3721933364868
Al Khourtom,0.103788865978135,-14.911701,0.18974663,0.044082446344037,2484.57342871371,1030.9265,-49.4680671691895,81.1898193359375,-9.96912384033203,38.3372116088867,-2.34005188941956,4.1769871711731,-1.59769153594971,2.96440553665161,-4.83616209030151,2.21122026443481,3.1331901550293,2.70586848258972,-2.01022410392761,42.9086570739746,22.7625770568848,17.040771484375,12.953444480896,13.4025945663452,14.4412479400635,9.65759181976318,9.43396472930908,8.79641532897949,9.79297542572022,6.68903160095215,7.54264259338379,7.21108913421631
El Gayma Banbona & Dannab,0.139043754837461,-24.790684,0.066668846,0.039800016778979,2168.15401011219,1450.4926,-187.804870605469,94.724250793457,-77.839241027832,27.8215045928955,-14.3168659210205,-13.8218030929565,-9.21154499053955,-14.2617673873901,-22.1056385040283,0.725746691226959,-25.3216361999512,-7.09531307220459,-12.1775951385498,57.7712326049805,28.1716480255127,18.2651596069336,19.9174633026123,16.5311508178711,19.6912899017334,11.1148061752319,12.0983657836914,9.66727733612061,11.9041233062744,9.40542316436768,7.364577293396,7.44682788848877
Ya Wahed El Koun,0.081867229827786,-22.088463,0.09454443,0.056807702698832,2188.29096478289,559.9459,-161.526626586914,90.3654556274414,9.73172187805176,41.5454521179199,1.74190127849579,19.9000816345215,-7.88887500762939,12.3547496795654,-11.3357305526733,8.90006065368652,-12.6927890777588,7.4459981918335,-10.1428108215332,49.3743362426758,18.0001564025879,17.7242183685303,15.8635854721069,11.1918497085571,9.6500358581543,10.3115882873535,8.65805530548096,9.61135292053223,8.74050426483154,8.1755542755127,7.64078044891357,7.22171258926392
Ma tshili ham,0.075373315958785,-23.381094,0.071703605,0.034230969570779,1735.40432672639,714.34955,-175.36116027832,117.421653747559,-22.1400661468506,44.4704055786133,-4.57793188095093,8.64973831176758,-16.3228130340576,-4.54803800582886,-10.8927412033081,-5.0422797203064,-11.5325145721436,-6.74120044708252,-9.66507530212402,45.6952781677246,25.548267364502,16.4661293029785,9.69573974609375,8.88905239105225,7.57703304290772,7.33752346038818,7.00686264038086,8.61516857147217,6.62656450271606,7.34689617156982,6.53081035614014,6.11347007751465
Ana ghairak ma habbet,0.071168125967492,-18.57774,0.12669362,0.020187788474717,1608.25464120846,708.6614,-117.032402038574,131.831649780273,-11.4333801269531,13.2544403076172,-5.69627237319946,-1.59096086025238,-3.15980935096741,2.34134888648987,-15.3582763671875,-3.59404826164246,-3.28676271438599,5.18013334274292,-5.20720148086548,36.7125778198242,16.2188758850098,15.2275190353394,11.3910579681396,10.108790397644,10.8569250106812,8.94124412536621,7.73130130767822,7.37461805343628,7.08914375305176,7.37239027023315,7.21394491195679,6.26218843460083
Tarig alshoag,0.092135497291022,-18.363228,0.1296381,0.03460075674204,1871.32493993355,941.6691,-103.034515380859,112.438674926758,-28.3247928619385,30.4556102752686,0.019044008105993,9.32239723205566,-4.78188848495483,5.00828838348389,-4.18745756149292,-1.87870025634766,-4.16179370880127,-1.16601598262787,-7.99712705612183,55.4349632263184,19.7289485931396,12.3601217269897,12.1029767990112,10.209493637085,9.61251926422119,8.10338973999023,7.03343200683594,7.43212604522705,7.93052196502686,8.0093240737915,8.38865661621094,8.42563533782959
Esheqta shadin,0.08866650844137,-12.071491,0.26001698,0.033562628825317,1962.21943400235,863.2151,-33.7405776977539,101.587898254395,-15.7945985794067,37.9317054748535,-0.308002233505249,13.6502361297607,0.707902371883392,5.63262939453125,5.08186054229736,3.24343681335449,-7.11368036270142,-0.303207099437714,-9.18849182128906,43.0149116516113,22.8665637969971,13.3918495178223,10.3655061721802,9.43063545227051,8.79852867126465,7.68474245071411,9.00536632537842,8.07526302337647,7.96282291412354,7.26113367080689,7.18345403671265,7.3115234375
Wga El Kamar,0.111404088259481,-18.22326,0.12897675,0.033205480649703,2016.30816100377,1131.4305,-101.740509033203,103.689735412598,-35.8196067810059,47.5528259277344,-14.6218166351318,16.056282043457,-6.92761659622192,1.88565945625305,-6.86587619781494,1.42131853103638,-7.62047863006592,5.47830152511597,-5.22874784469605,37.5550498962402,16.1903972625732,11.5382871627808,11.1497116088867,10.0292406082153,8.92881584167481,8.24396133422852,9.77132415771484,7.50919771194458,8.37268161773682,6.93499183654785,7.39606475830078,7.64441680908203
Algallabeya,0.066477678139512,-26.942074,0.059831694,0.022993182388875,1386.93907371676,682.40204,-231.892318725586,145.034210205078,-18.9728469848633,14.0790777206421,6.9673752784729,-14.3330278396606,-0.163218021392822,-3.86680579185486,-9.33312129974365,-1.25108325481415,-8.77057266235352,-10.888575553894,-3.96141266822815,63.7481079101562,27.7974948883057,20.5351257324219,15.9705581665039,10.4878215789795,10.846263885498,8.73450374603272,10.3105516433716,10.2648687362671,10.0448436737061,7.4383339881897,9.9488468170166,7.81326913833618
Aatif alai ya reem ,0.058201462122678,-20.209929,0.10807891,0.024083849720525,1615.41297872401,569.9562,-188.53466796875,116.597640991211,2.11397552490234,14.9231719970703,-9.10071659088135,5.35829877853394,-6.12055921554565,-5.84615278244019,-4.2452917098999,-1.31765401363373,-0.451396256685257,-3.60707521438599,-8.35880470275879,65.2005386352539,26.0296821594238,15.2205095291138,11.8439493179321,11.1377935409546,8.11184215545654,11.6472063064575,9.45199584960938,8.93338775634766,9.30176639556885,9.7738208770752,11.280403137207,9.30536079406738
Ghab toumi,0.055900644591718,-36.021072,0.020990243,0.020121480960217,1473.84736793091,585.45953,-350.789611816406,122.576530456543,7.44580316543579,25.1718502044678,7.1806378364563,4.37936496734619,-5.02924823760986,-3.3975191116333,4.92211389541626,1.89440500736237,-4.41496706008911,-2.76311564445496,-5.20325613021851,51.6908226013184,21.708137512207,17.5328540802002,11.1018447875977,11.0550413131714,7.43947505950928,8.17749118804932,6.14420366287231,6.95067262649536,8.01065349578857,7.46297645568848,6.91348218917847,8.4552583694458
Alhagarok alayya,0.20022025565983,-19.96401,0.11358544,0.057364750589468,3192.95269044083,1632.2867,-76.2595520019531,46.4255599975586,-22.9559707641602,32.5110549926758,-11.0844259262085,-6.37805461883545,-3.69492363929749,2.09230279922485,-6.53774452209473,-2.30842709541321,-14.846718788147,-2.64240193367004,-6.2312593460083,56.1325492858887,17.6441612243652,15.7731285095215,14.0657482147217,8.61756229400635,10.465479850769,7.73873281478882,7.42120170593262,7.33015918731689,7.66262054443359,7.94531869888306,6.77238702774048,7.60142040252686
Zanig Sudani,0.12996142124613,-9.552696,0.3612881,0.054114617189364,2837.21314643067,1078.9149,21.6918468475342,64.5280380249023,-6.30625915527344,21.7274341583252,1.38455450534821,15.7222023010254,5.83122873306274,10.4931545257568,2.21592497825623,11.3645286560059,-0.916045784950256,3.57813334465027,-5.34409904479981,35.1809043884277,20.137731552124,15.5119981765747,13.0929975509644,11.921103477478,9.49046611785889,9.33022022247314,8.60459899902344,7.89553022384644,7.79227209091187,6.9002742767334,7.45630979537964,6.79894113540649
Alhabeeb malo ma ja,0.049430540102554,-25.643476,0.058642223,0.037088138914954,1438.13390908935,480.25058,-325.563323974609,105.149383544922,44.6721954345703,59.4269065856934,0.065123945474625,40.1352577209473,10.0105218887329,6.73751783370972,-5.85237073898315,-1.30996191501617,-1.64289140701294,8.48220157623291,-8.59356594085693,56.3196029663086,29.3178024291992,39.8614540100098,24.7442874908447,22.962963104248,22.4798183441162,18.6986713409424,14.1460399627686,16.8242607116699,12.8095293045044,16.1882972717285,13.8269109725952,12.8371086120605
Bit almuluk,0.098469548181115,-19.364042,0.13094334,0.03990946254063,2038.66567721307,816.3158,-143.276412963867,99.0625381469727,-4.57790040969849,21.1784896850586,-16.3599548339844,-1.31722640991211,-4.97605228424072,-5.7356128692627,-7.78752279281616,9.01122856140137,-5.47954368591309,3.05154466629028,-8.65827369689941,64.9634094238281,27.6355152130127,18.5541191101074,12.7969942092896,10.1843948364258,9.00343227386475,11.3266134262085,9.20085430145264,10.2754335403442,14.0067834854126,9.4546537399292,8.53859519958496,12.8569507598877
Set Alfareeq,0.12697164340654,-19.643509,0.13007648,0.061913655753066,2582.78673719075,1161.8346,-100.995719909668,70.6257705688477,-25.2876510620117,21.6018695831299,-12.1771421432495,-4.02486848831177,-15.0753374099731,-4.56617784500122,-9.91335678100586,-1.22617852687836,-7.25419187545776,-4.62901115417481,-7.17927312850952,77.9522094726562,24.1338768005371,24.1019515991211,18.8063068389893,17.4924430847168,12.7194852828979,11.6004734039307,10.2621002197266,10.7506303787231,10.7130317687988,10.265266418457,7.66659593582153,9.60130977630615
Feek raieh baly,0.097927601344814,-17.57268,0.14252673,0.038146635967739,2376.91896945687,918.09174,-87.4905014038086,87.2225189208984,0.15365968644619,28.4477424621582,13.693470954895,3.43866109848022,4.37004995346069,2.01520538330078,-2.68132662773132,6.4796085357666,-4.66096496582031,0.149665623903275,-5.08628463745117,52.4614753723145,23.366340637207,23.4864902496338,11.5433921813965,12.1777076721191,12.7055320739746,8.53303337097168,8.66843128204346,7.64104986190796,8.92192268371582,8.75901508331299,6.68443965911865,7.583420753479
Qamar almassa,0.045584758368808,-21.06375,0.10720434,0.014567582410943,1089.97374903432,482.74167,-195.918228149414,156.87272644043,-8.25097370147705,21.4233913421631,-4.09138774871826,2.73891663551331,-3.18870377540588,-9.36836338043213,-6.17494869232178,-4.71936941146851,-13.723671913147,-5.61060428619385,-9.58777141571045,65.9619369506836,16.5671997070313,15.0820159912109,13.2100315093994,12.949987411499,8.32401752471924,7.40424203872681,8.12215518951416,6.94238758087158,6.21983337402344,8.50292778015137,7.06859540939331,6.89490795135498
Fil tammani,0.0737841343363,-14.877741,0.19693303,0.025513822352398,1450.28877288938,769.69775,-107.651351928711,144.18815612793,-29.0076198577881,52.3584938049316,-21.1085777282715,23.5191268920898,-19.1293621063232,8.20167064666748,-7.49235391616821,-0.175699070096016,1.0518000125885,5.18346357345581,3.04602646827698,30.6173553466797,15.4738178253174,15.4115152359009,11.5734491348267,11.8769159317017,9.30703639984131,12.4648666381836,8.6739559173584,9.99640083312988,8.37506103515625,9.28245258331299,9.61763381958008,8.8104944229126
Samha gamra,0.045849307033669,-16.243988,0.1901108,0.027685823618264,1456.4005951206,513.5667,-160.125991821289,123.589767456055,11.2295007705688,34.7068023681641,19.2347888946533,8.46001052856445,0.897878527641296,3.97799181938171,1.19640946388245,4.92287540435791,-2.24625778198242,-2.18397235870361,5.67152690887451,102.739837646484,38.2723121643066,26.9700775146484,17.8073825836182,18.5150127410889,13.2929821014404,15.0579624176025,12.7683563232422,10.8451023101807,12.1284456253052,12.0676946640015,8.53898239135742,9.47345352172852
Ziyaret habeebi,0.057767224385643,-13.349878,0.22891198,0.042110520579898,2100.75349556591,405.25183,-96.7175979614258,91.5418167114258,35.9711380004883,37.5587501525879,24.2690753936768,21.5453395843506,3.62571310997009,2.77662205696106,-8.04312133789063,1.30384278297424,2.87991881370544,1.76057362556458,-4.3241114616394,54.8729248046875,28.4643249511719,18.9597606658936,18.3420715332031,12.6739692687988,11.2068862915039,11.712459564209,9.02998924255371,10.3408937454224,8.24687004089356,9.02416038513184,7.3964056968689,6.57088470458984
Maalesh,0.061128882062694,-27.11275,0.050407857,0.023881408519886,1825.41245067028,566.3246,-233.374084472656,107.811058044434,6.20417642593384,38.7086524963379,-3.94567465782166,11.0930490493774,-3.51135897636414,-4.69889736175537,-0.501044988632202,-5.63093519210815,-13.551251411438,2.77163171768188,-4.59038400650024,65.6509628295899,24.0115070343018,13.4108076095581,22.4293270111084,16.5400104522705,8.45576286315918,11.7457628250122,12.0164737701416,10.1825380325317,9.65359497070313,11.3648948669434,9.12936305999756,8.26240825653076
Damee al itshattat,0.030496414231811,-38.51796,0.015444136,0.011740402301902,899.111523194929,333.15518,-454.026397705078,149.72688293457,22.5672016143799,23.6423263549805,9.77093601226807,7.73240470886231,-2.65863537788391,0.304844945669174,-0.976911902427673,-4.80585241317749,-9.92823505401611,-12.4481601715088,-8.26433563232422,74.9551620483399,26.1359539031982,23.3192443847656,13.4450941085815,11.4937610626221,9.15427112579346,8.87002944946289,7.80756235122681,8.15261268615723,7.0373854637146,6.50268888473511,6.12351655960083,6.88874864578247
Sit algateeaa,0.105015238003096,-19.042988,0.12834284,0.079438038455012,2535.831363318,796.00977,-118.072334289551,84.7131958007813,1.70042622089386,13.6407337188721,2.24128246307373,1.0281023979187,10.0266199111938,2.79110097885132,-2.35535264015198,0.00819940213114,-5.06728363037109,-2.30844521522522,-7.27887058258057,68.5920486450195,30.9451007843018,22.1828899383545,22.4605731964111,14.7852039337158,14.3917846679688,11.2388973236084,13.9511060714722,10.3160266876221,8.80022525787354,8.7713565826416,9.1791467666626,8.73528671264648
Aljarih jarhe barai,0.113786915876548,-19.875237,0.1071287,0.029377641118218,2244.42037795098,913.5952,-96.3513717651367,92.2401885986328,-11.9424753189087,28.8131656646728,-7.33043336868286,10.5164823532105,-5.90619325637817,-3.07228112220764,-5.52548742294312,-0.473313093185425,-7.37833499908447,-0.69540274143219,-8.17545127868652,29.3409729003906,15.8688039779663,13.7925319671631,12.445897102356,8.97759628295898,11.0118503570557,7.05766534805298,6.83557367324829,8.2213888168335,9.50867462158203,8.35549640655518,7.69235992431641,7.19770669937134
Almaryod shwya shwya,0.133733129353715,-15.421089,0.18815285,0.059853374692595,2658.08072345325,1052.9796,-42.7981300354004,77.1700057983398,-6.82620525360107,28.7004585266113,3.20448970794678,-0.211328700184822,-7.34083843231201,-1.34642541408539,-5.09408235549927,0.168404787778854,-8.01097774505615,-2.30114436149597,-6.47579908370972,47.6414833068848,23.5470066070557,18.8676509857178,19.1018314361572,11.5995435714722,14.5328607559204,9.93222236633301,8.21195316314697,7.86488723754883,9.46548652648926,8.84191036224365,7.24531316757202,7.45143556594849
Andreya,0.034910975595008,-18.927235,0.1382298,0.02702778983069,1095.2162816989,371.62277,-246.047714233398,143.145462036133,36.7908668518066,26.1496353149414,18.9435882568359,1.12429237365723,1.78895854949951,0.166419729590416,-13.594199180603,-0.575272977352142,-7.10282421112061,-5.37951612472534,-10.5938777923584,66.9417266845703,38.4144325256348,24.5888328552246,18.6312828063965,14.2205429077148,16.2421455383301,12.9429092407227,10.4656181335449,13.2834272384644,11.0109624862671,10.6418571472168,9.36199378967285,8.16530132293701
Tabeeb nafsi,0.091825597426471,-16.807768,0.17433868,0.082152413709625,2298.4504958744,693.9527,-93.1751022338867,94.3672485351562,4.36938953399658,24.2992248535156,12.439019203186,-0.696148633956909,-2.87830376625061,3.55595588684082,-6.28573846817017,3.39943265914917,-7.53375720977783,-1.49531829357147,-4.80250215530396,67.394889831543,31.0676784515381,23.7169361114502,16.9953918457031,13.3364944458008,14.2936401367188,11.3140926361084,10.0885057449341,11.6101369857788,10.6360177993774,10.3589010238647,7.34596824645996,8.17449283599854
Zameelat Alrooh,0.102362948674536,-14.560727,0.21943259,0.054321715689243,2605.51966713687,844.30634,-61.1224365234375,69.998908996582,-7.31701612472534,12.8834924697876,-13.596339225769,-9.68043994903564,-13.1021070480347,-8.25544261932373,-16.8923511505127,-0.86822110414505,-9.49901485443115,-7.3845705986023,-7.82811880111694,60.1632194519043,21.8564987182617,25.6596736907959,17.7376766204834,15.2990741729736,14.6765613555908,14.2182731628418,9.93679904937744,12.0872602462769,10.9564065933228,9.80838203430176,8.23041725158691,8.00751781463623
Banat alhoor,0.065156068595201,-19.445051,0.11851229,0.036570583764793,1406.95403206507,650.6473,-196.983932495117,131.399520874023,-20.7878837585449,80.806266784668,-8.91785430908203,33.4512519836426,-4.35221576690674,-0.345184147357941,-3.37955260276794,-7.52921533584595,2.00043272972107,1.12156879901886,6.07522916793823,39.0584335327148,17.6158199310303,19.576509475708,14.4173765182495,16.8378868103027,12.4901313781738,14.6055545806885,12.3200569152832,13.1740455627441,11.8314666748047,12.1740169525146,11.7760238647461,12.3684844970703
Amel,0.054798610439242,-15.99197,0.17441519,0.025509058093414,1702.84367565255,591.26263,-128.023056030273,105.585136413574,3.89045429229736,37.5096054077148,9.13303279876709,7.73265027999878,-6.63949060440064,0.493685603141785,-7.27638626098633,6.0158429145813,-1.27241313457489,-0.44991073012352,-2.11023640632629,41.076732635498,17.9780445098877,19.8856410980225,11.3422107696533,10.9131145477295,8.85188484191895,8.84126758575439,9.05821323394775,9.56235790252686,8.35420513153076,7.27021074295044,7.28188991546631,7.91751480102539
Getar alshoog,0.111345887553212,-23.456562,0.0791768,0.035118245966272,1600.80350936083,1168.5922,-193.339370727539,160.364120483398,-90.977165222168,31.6648788452148,-11.9749803543091,-7.59953308105469,6.21005392074585,-18.1502552032471,-0.95491373538971,-7.30232381820679,-7.28319311141968,-5.592529296875,-13.5361824035645,42.6583976745606,19.242317199707,23.3626728057861,22.5238723754883,14.5478219985962,10.3765335083008,8.31345081329346,7.72195625305176,8.1017427444458,9.72522068023682,8.72561264038086,8.2148551940918,7.92223453521729
