,ZCR_mean,Loudness,Beat_loudness,ZCR_std,spectral_centroid,Pitch_centroid,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12
Ya watani ya balad ahbabi,0.061049139536571,-11.808526,0.28352067,0.03513812043608,1768.93271474432,565.97156,-70.0706176757813,112.064094543457,7.13039398193359,26.4335880279541,1.94422745704651,9.68552207946777,-8.97024345397949,-4.20463275909424,-8.59024715423584,-0.127171948552132,-9.31864833831787,0.967244505882263,-4.1094241142273,44.7289543151855,27.4617214202881,15.9328193664551,21.3871593475342,13.0200290679932,12.3790302276611,10.8908643722534,9.91590595245361,8.8656005859375,9.17239570617676,10.8982601165771,9.52861785888672,10.6024675369263
Aadi bitahsal,0.092028544045085,-25.648157,0.06898995,0.103479703395558,2267.41808289669,645.2416,-228.332382202148,94.0818023681641,2.95256161689758,16.6063613891602,8.8528995513916,-11.5009765625,-0.852939486503601,-2.35244750976562,-13.0300588607788,2.43255138397217,-9.76396560668945,-12.1015739440918,-7.58772945404053,81.6185836791992,45.8046646118164,25.7032451629639,20.7567539215088,13.8726301193237,16.0818901062012,13.8608150482178,13.5582046508789,11.4957885742188,13.7810697555542,8.84562683105469,10.4010381698608,8.31637191772461
Ya Samir,0.115351154339203,-12.999773,0.23476686,0.040521786249446,2218.8383552294,1132.2173,-38.0336036682129,89.0947494506836,-13.3113298416138,39.1384162902832,-4.87873077392578,9.47937393188477,5.21917343139648,7.53156805038452,4.70686721801758,1.27303779125214,-8.12202644348145,0.079426862299442,-10.6882972717285,42.122615814209,20.1885566711426,16.6891326904297,16.829610824585,11.6087980270386,12.2287740707397,11.302074432373,9.92891979217529,8.16120529174805,10.5432043075562,9.16274070739746,7.93063020706177,7.2413215637207
Sudani,0.064872245670472,-19.122362,0.11873182,0.017318829170179,1432.9485097066,744.9585,-140.192535400391,132.519378662109,-20.6472434997559,38.5691375732422,4.20972156524658,7.91606998443604,-0.579158186912537,9.66298484802246,-4.25419282913208,-0.273256838321686,-10.0798625946045,-1.84949052333832,-5.11836957931519,40.8536415100098,14.9209260940552,11.9742889404297,10.2544393539429,9.21218395233154,7.49940347671509,7.70967245101929,8.55671310424805,7.04617643356323,6.42373132705689,6.86485052108765,6.98149871826172,6.92318153381348
Ogbalak,0.135173029943885,-20.930815,0.097461246,0.04654074176302,2310.02987018856,1364.0062,-120.374588012695,88.4352493286133,-36.8371505737305,43.9811553955078,-11.192512512207,22.2509441375732,0.061820678412914,-3.48546719551086,-4.62207841873169,3.82004237174988,-5.00576972961426,-0.026238976046443,-1.65423130989075,45.2132301330566,18.9447345733643,16.9159622192383,14.7295932769775,11.2728834152222,9.56706809997559,7.82234764099121,8.4159631729126,7.0315580368042,9.34796714782715,9.25947570800781,8.60074710845947,10.8259449005127
Layali alsabr,0.07060652694466,-17.401917,0.16529854,0.032316833590217,1973.93230699381,481.86145,-122.205383300781,100.875595092773,24.852912902832,42.1738204956055,-3.63245534896851,25.3786582946777,-2.73844933509827,-6.42023706436157,10.0542678833008,-12.7913017272949,3.66801476478577,-7.26942682266235,6.49159336090088,61.9964752197266,18.5709419250488,17.7499122619629,13.3856544494629,12.174280166626,10.7828731536865,7.76846075057983,8.43345832824707,9.88099002838135,9.21430969238281,8.20784664154053,8.3753604888916,6.77082014083862
Habibi,0.063522291626355,-33.80718,0.022550706,0.032651543725618,1694.62604997705,575.0792,-329.161437988281,115.360641479492,-6.32093477249146,30.5495014190674,-1.21330428123474,-2.61954545974731,-20.5807247161865,-12.6474161148071,-12.2538471221924,-8.07071590423584,-15.5308628082275,-10.6584129333496,-3.49222445487976,60.2393989562988,34.0379905700684,15.4568548202515,15.3681182861328,11.5478525161743,9.15829086303711,11.6161632537842,11.6612148284912,8.81987762451172,7.58713054656982,7.61699151992798,7.78742361068726,6.62167835235596
Dam alshaheed,0.061260022615132,-25.72619,0.068304986,0.029900186230662,1684.15129105066,643.9609,-246.536666870117,118.107612609863,-2.27740502357483,17.543830871582,8.59877777099609,-21.9703769683838,-16.2670707702637,-2.16291928291321,-7.21819829940796,-0.99314534664154,-13.3886280059814,-12.2942304611206,-4.74305438995361,81.7137069702148,30.8318061828613,21.0816040039062,20.7130947113037,13.9590282440186,12.6972351074219,12.463077545166,11.88023853302,10.9760274887085,12.2892570495605,10.026704788208,8.66375255584717,7.74568605422974
Fi gheyabak,0.06006690813661,-29.042616,0.040663794,0.024748734191185,1543.77303833732,653.4548,-272.100311279297,125.648124694824,-9.52524089813232,11.2200965881348,-12.3830547332764,3.68603754043579,-5.22135972976685,-5.21776294708252,-16.4459457397461,-4.34184503555298,-3.87537908554077,-5.57806205749512,-7.32241821289063,70.5133361816406,25.3856773376465,22.3680553436279,15.0217065811157,14.3115339279175,9.69420623779297,9.67208003997803,9.19576072692871,10.3573522567749,10.7553024291992,10.0487012863159,8.09815311431885,8.58949947357178
Bulbultain,0.068769803357198,-19.680883,0.11586202,0.041055587371819,2213.98938802918,587.6338,-167.626663208008,76.3369293212891,-15.5193405151367,26.9927310943604,4.14580869674683,10.4973831176758,-11.8101463317871,3.89140248298645,-10.5166511535645,-8.13698291778564,-13.8277559280396,-14.0156507492065,-15.4775466918945,61.1382827758789,30.5890655517578,18.2333087921143,14.9320373535156,13.1495246887207,9.43494606018066,9.72773551940918,7.7540020942688,8.87514400482178,7.37146091461182,8.56066036224365,8.0059700012207,7.89278507232666
Salib fouadi,0.108080223248839,-30.591585,0.031360935,0.043646687474819,2198.48920876353,952.0475,-235.213745117187,90.2464218139648,-11.9360427856445,26.1918392181396,-10.2873840332031,7.51880359649658,-5.00166511535645,2.86581563949585,-5.44257164001465,-1.4083491563797,-14.2827529907227,-2.94243836402893,-5.00664758682251,38.248722076416,18.9809284210205,17.1863384246826,13.4605989456177,10.4430894851685,10.9078063964844,9.93844223022461,8.63680267333984,9.3167781829834,8.97219848632813,8.88333320617676,7.38455200195313,6.64176034927368
Nesyan arraid,0.133626176107779,-16.447182,0.15877727,0.050239306130333,2529.75316960842,1164.4316,-55.7616348266602,73.8476333618164,-16.1385116577148,34.5007781982422,-10.6551208496094,9.43661594390869,-5.25338315963745,1.02563631534576,-3.54182505607605,1.58270466327667,-8.85529041290283,2.96011781692505,-12.3446130752563,47.899097442627,24.4549236297607,11.9659843444824,10.2653722763062,7.78304481506348,7.28591251373291,8.00812435150147,7.21365022659302,6.98254251480103,7.50328159332275,7.59092140197754,7.36631345748901,8.17722797393799
Dum tik tik,0.045601009215364,-25.794342,0.10424381,0.038271964826394,1503.47109484895,504.56366,-253.695343017578,105.7421875,2.83205366134644,32.9629707336426,17.0779457092285,12.5903787612915,8.9171142578125,5.81195688247681,-2.22081756591797,2.39842081069946,1.75407814979553,5.91922855377197,2.07902336120605,122.797325134277,46.3420257568359,27.7675151824951,19.8332271575928,17.6083126068115,16.458812713623,15.2051706314087,12.9301414489746,11.6472272872925,12.3572692871094,10.3283987045288,8.81862926483154,8.50401973724365
Aatif alai ya reem,0.092184249830689,-9.959108,0.32854438,0.036398929194366,2145.76875641885,756.2077,-4.99722957611084,98.1595840454102,8.57848930358887,30.9951992034912,-0.817754149436951,8.7883415222168,-7.55880069732666,0.196214333176613,-2.74140119552612,1.29695987701416,-6.44111442565918,4.95699453353882,-3.66721177101135,43.1804275512695,20.1756362915039,15.1465721130371,15.119776725769,10.5783967971802,9.57638549804688,11.3598327636719,12.182391166687,8.06585884094238,8.3031759262085,9.51225566864014,8.09103393554688,9.42006301879883
Enta wa ana,0.105236703028251,-11.901427,0.2854343,0.065390924725509,2347.7116448327,894.606,-32.7565116882324,89.3363647460938,-2.05116105079651,33.5294952392578,7.68558168411255,2.38772678375244,9.14234352111816,-3.73995018005371,2.00435900688171,4.19470739364624,-6.19844007492065,1.99581146240234,-5.41946983337402,58.6357269287109,30.8209972381592,26.4679145812988,17.4649543762207,13.2655973434448,15.2438945770264,12.0496273040771,12.4232444763184,11.2877225875855,9.26325607299805,9.53104019165039,9.57599830627441,8.63582324981689
Ezayyakum,0.114839063709365,-14.625581,0.19908938,0.037900323326998,2164.62268992428,1126.0082,-42.2983016967774,97.9078063964844,-30.4260959625244,18.0210914611816,1.01531958580017,1.27116394042969,1.72158408164978,-2.71332287788391,-2.11535120010376,2.38540530204773,-5.25786781311035,-5.47013187408447,-10.4526348114014,34.5018501281738,19.4687633514404,19.7393741607666,18.2877197265625,15.7115354537964,9.36129951477051,9.3555793762207,7.5474591255188,6.9623556137085,8.44254016876221,7.54142045974731,7.21123838424683,7.90339326858521
Ya assal,0.129887347619969,-34.788464,0.0200648,0.03669229115029,2268.94242255299,1115.1868,-266.533416748047,91.6923599243164,-18.8722381591797,26.346586227417,-12.7066669464111,8.1763162612915,-4.97582244873047,-0.59471321105957,-0.270978599786758,-1.95045232772827,-12.5404253005981,3.21815586090088,-5.61996555328369,49.2253952026367,17.0944366455078,11.0183954238892,9.54644584655762,8.78861427307129,10.6621675491333,8.33678913116455,8.81864643096924,9.77349853515625,7.49718475341797,9.69606018066406,9.17987823486328,10.540491104126
Ya dullana,0.196705537683824,-18.182772,0.12924473,0.103814571910902,3360.97377269077,1048.3986,-86.9815292358399,44.1754608154297,6.56017732620239,39.3091011047363,-9.13292407989502,5.29139947891235,-17.8487129211426,-3.92150616645813,-10.4784688949585,-2.66653919219971,-9.38084316253662,-3.24680948257446,-8.56598281860352,28.3104934692383,24.8996677398682,18.0131301879883,14.3402786254883,9.33667659759522,7.4574408531189,7.45794916152954,6.76126432418823,8.46737575531006,8.21337032318115,9.36430644989014,9.56064510345459,8.49568367004395
Qonbula,0.084622315208978,-15.300029,0.20691857,0.035248277062881,1941.1628738722,806.9558,-90.1386566162109,105.1845703125,-3.22791624069214,18.8367080688477,9.27975273132324,5.5803484916687,-5.00087451934814,-4.79947519302368,-9.88518714904785,4.62743234634399,-4.69107675552368,3.03677845001221,-1.71794235706329,74.1378860473633,21.6853218078613,27.5236434936523,18.8591995239258,15.2987623214722,15.3817520141602,12.9440727233887,10.4676904678345,12.8179321289063,12.5631494522095,9.46001148223877,8.94645309448242,8.66947078704834
Lonik samih,0.053045030717879,-19.85235,0.11024895,0.023516232490306,1470.2502143725,494.38623,-175.765350341797,127.758514404297,14.7522811889648,35.6578636169434,5.88714933395386,11.1846733093262,-12.0204992294312,12.5634660720825,-21.2402839660645,7.30178737640381,-19.6437911987305,9.56607818603516,-12.4902296066284,37.2848281860352,15.2491235733032,15.7809143066406,10.3639917373657,8.81559562683106,8.53113269805908,8.29595756530762,8.07528305053711,7.48929738998413,8.08206176757813,8.4097146987915,9.03437519073486,7.48528099060059
Aktobi lai,0.170980069659443,-33.6091,0.050674904,0.092930283606058,2790.92915344293,1260.211,-241.385208129883,75.1519012451172,-5.60124588012695,19.6274757385254,-2.98134422302246,3.40533137321472,6.07921886444092,-0.877805888652802,-9.76609039306641,10.6611814498901,-2.07011532783508,9.90246963500977,-8.18279838562012,91.4649353027344,38.5061874389648,15.9165868759155,17.1235675811768,16.829065322876,18.5411834716797,15.9527072906494,9.1715669631958,11.4074172973633,10.6258897781372,9.06644535064697,9.82372570037842,7.65052461624146
Maryooma,0.052110418077593,-22.295761,0.09331303,0.027404573245146,1695.73472819712,491.21274,-188.663818359375,118.710258483887,8.96134662628174,10.3418254852295,5.71603631973267,3.49185633659363,-4.04407835006714,-5.19890213012695,-10.5965938568115,-1.79865562915802,-11.0494298934937,-1.25870323181152,-10.8467168807983,48.4831047058106,22.0909881591797,17.5357494354248,9.5730676651001,11.7041063308716,9.69802188873291,9.5019006729126,9.76705646514893,7.08013534545898,7.99038362503052,6.86431407928467,7.02979612350464,6.70548915863037
Ana lai sahba,0.147596235245743,-16.916916,0.15552616,0.056310247566252,2819.14612985983,1396.5847,-64.1174163818359,62.2727241516113,-21.788402557373,19.4139499664307,0.007641866337508,1.29136860370636,4.11032295227051,4.5097541809082,0.9004185795784,5.14560699462891,-3.76305460929871,4.04131603240967,-3.95594930648804,52.951530456543,21.3237228393555,21.4840354919434,16.2887725830078,13.2486505508423,11.2404508590698,12.0636968612671,10.571572303772,10.7069692611694,8.31370353698731,8.60184669494629,7.63390970230103,8.0028600692749
Haneen ,0.078039588573917,-16.134722,0.18875217,0.072900736640331,1822.91382226118,645.226,-123.934043884277,119.494026184082,-1.76771342754364,19.8310356140137,13.2181663513184,-5.91305017471314,-6.63470983505249,-3.40236258506775,-9.56800365447998,4.46650075912476,-3.89032030105591,-2.50003361701965,-4.26049184799194,68.8072967529297,33.1002044677734,37.9063949584961,17.0667400360107,14.2328453063965,14.3421497344971,14.3329916000366,12.2826881408691,12.9163045883179,13.885799407959,10.199312210083,8.58824157714844,8.11759948730469
Naes alagfan,0.100763185105457,-8.361149,0.3968709,0.063101941587889,2500.17938482591,657.8226,-6.7800989151001,73.3419876098633,8.49484920501709,48.0751113891602,-10.7568435668945,7.30919408798218,-13.6739492416382,-0.420166313648224,-14.1401891708374,-3.90515089035034,-12.1539268493652,-1.20686912536621,-13.6346654891968,61.3040428161621,27.0037021636963,15.1245536804199,14.9362716674805,12.3599157333374,6.86074209213257,6.83999443054199,7.22714948654175,7.30548858642578,7.40030765533447,7.92156600952148,7.5654239654541,7.75800323486328
Badur Musa,0.185206741002322,-17.589724,0.14507858,0.048156597221982,3207.66539694883,1424.9437,-47.0421295166016,54.8283081054688,-12.8105745315552,20.3227882385254,-1.35260117053986,-1.77656865119934,-1.17234683036804,-1.86575698852539,-2.69908571243286,2.76236319541931,-3.63989782333374,4.08015918731689,-7.98681020736694,59.0539169311523,17.2244968414307,17.4382820129395,15.6444864273071,12.4530267715454,10.8584518432617,10.2260999679565,9.28275775909424,9.63299083709717,8.79530143737793,7.38307094573975,7.0025520324707,6.841872215271
